steps,reward,extrinsic_reward,intrinsic_reward
5239,-678.2671976676017,-678.3596466213735,0.09244895377196374
5306,-535.7049366934533,-535.758058937856,0.05312224440276622
5369,-536.5740280707798,-536.629238810899,0.055210740119218824
5486,-576.8589805033499,-577.0490856822554,0.1901051789056509
5577,-875.4847232117289,-875.6219135844584,0.13719037272967402
5641,-481.81267453256254,-481.8613410167509,0.04866648418828844
5699,-474.23764425184834,-474.28713575144553,0.04949149959720671
5792,-576.973832299338,-577.0897885014407,0.11595620210282506
5857,-542.1285600831332,-542.1827163189715,0.05415623583830893
5936,-783.723891908766,-783.8300817453272,0.10618983656167984
6004,-604.8088685947782,-604.873076063379,0.06420746860094367
6081,-665.3832133449044,-665.4574261429615,0.07421279805712402
6134,-379.3277268500955,-379.3551050602414,0.027378210145980134
6197,-485.37529399380793,-485.4102585987165,0.03496460490860045
6251,-441.27235189348016,-441.31082511625743,0.038473222777247434
6310,-445.9902048524576,-446.024894675856,0.034689823398366564
6372,-479.6674229712895,-479.70275759605863,0.03533462476916611
6427,-451.38528258068163,-451.4191071431492,0.03382456246763468
6486,-477.3366632451117,-477.37456567127265,0.037902426160871985
6540,-425.98530875665847,-426.02229322449074,0.036984467832371595
6627,-689.2972776666711,-689.3827132969125,0.08543563024140895
6698,-576.3219289407434,-576.3701014760716,0.0481725353281945
6752,-447.48841245463313,-447.52573284148434,0.03732038685120642
6803,-279.72918512322957,-279.76056430758933,0.031379184359684585
6876,-549.2570678450714,-549.3099073680664,0.05283952299505473
6933,-337.93061000664056,-337.9605420262207,0.029932019580155615
6983,-344.09805024458785,-344.1241522723971,0.02610202780924737
7096,-350.0518235896163,-350.18574910484307,0.13392551522701976
7150,-312.34858632109876,-312.3723470965521,0.02376077545341104
7220,-637.399227942642,-637.4548641260475,0.05563618340529499
7276,-351.0738990089112,-351.09822270699794,0.024323698086664087
7328,-318.86352941658134,-318.88519579469016,0.021666378108784554
7382,-253.62457353207503,-253.6511829616524,0.02660942957736552
7478,-315.77003031849915,-315.87273773294436,0.10270741444546733
7540,-543.5906737073531,-543.6254234559573,0.03474974860437215
7597,-370.1720066742703,-370.19913558342597,0.02712890915572643
7649,-378.7426452418972,-378.76528027350514,0.022635031607933336
7735,-638.674372863251,-638.7480467374838,0.07367387423291802
7786,-364.98498024113655,-365.0064807327436,0.02150049160700292
7843,-351.13758996111517,-351.1631075571403,0.025517596025019882
7898,-380.5968631856462,-380.61971329158104,0.022850105934776366
7973,-521.5574228176798,-521.6027447620822,0.04532194440253078
8048,-496.0819276154491,-496.1302023913926,0.04827477594371885
8120,-499.3800851006745,-499.41642268565334,0.03633758497890084
8173,-300.6902869858973,-300.7116301540246,0.021343168127350508
8254,-731.8793209816067,-731.9372868726932,0.0579658910864964
8311,-385.7543163934319,-385.7760623182465,0.021745924814604224
8386,-490.4972818829192,-490.5399745042041,0.042692621285095815
8443,-376.75936740851273,-376.7808542330774,0.021486824564635753
8499,-339.76474012509675,-339.78458254733806,0.019842422241345047
8566,-444.6641163385266,-444.6923191596314,0.028202821104787286
8627,-504.9334299948768,-504.95818857057054,0.024758575693704182
8692,-415.4290334614429,-415.46009517765765,0.031061716214753687
8776,-778.8885968748418,-778.9588526233035,0.07025574846193194
8836,-431.11604782030446,-431.14096239162143,0.02491457131691277
8891,-369.22486695457496,-369.24343416235655,0.018567207781597976
8961,-617.2624092168643,-617.3022084645462,0.03979924768209457
9034,-492.1588612406866,-492.19440274544775,0.03554150476120412
9119,-744.0114850260514,-744.0728942143458,0.06140918829478324
9176,-464.3316732622937,-464.3579197340667,0.026246471772901712
9238,-552.1535767487716,-552.1842758991986,0.03069915042724461
9307,-559.8335824110803,-559.8605278078026,0.02694539672229439
9359,-305.0830734564057,-305.0996291272874,0.01655567088164389
9437,-727.6495194445057,-727.7086720702396,0.059152625733986504
9515,-734.4410777147627,-734.4939219093417,0.05284419457893819
9582,-582.7092056814615,-582.7379937753115,0.028788093850016596
9656,-681.4568650125929,-681.5007363026899,0.04387129009701311
9724,-586.5956216190318,-586.624590755704,0.028969136672094456
9796,-529.1212631731663,-529.1633642985621,0.042101125395856795
9849,-303.49955360577593,-303.5175517182114,0.01799811243545264
9916,-562.8783623382637,-562.9037078431063,0.025345504842698582
10001,-628.630033719426,-628.6835490277062,0.05351530828047543
10057,-390.5478608974496,-390.5641208095367,0.016259912087116392
10130,-589.6834945423923,-589.7112906568145,0.027796114422380922
10198,-478.45268006112207,-478.47504781332566,0.022367752203717825
10250,-315.91940137173106,-315.93216392066853,0.012762548937462271
10311,-416.2421339555924,-416.26206983640327,0.019935880810953682
10376,-449.91539619119106,-449.93929135951885,0.023895168327726427
10454,-471.3144622734298,-471.3524107371936,0.03794846376404166
10523,-498.7746144607289,-498.81092623782786,0.03631177709903568
10575,-394.12796013109636,-394.1430987227593,0.01513859166298062
10637,-485.61650996574014,-485.6335310987807,0.01702113304054365
10717,-740.8664214446204,-740.9149815882084,0.0485601435881108
10783,-477.4462032397453,-477.4676134810261,0.021410241280682377
10842,-441.15200201942196,-441.17126379267853,0.019261773256585003
10908,-562.2506315821178,-562.2738572723558,0.02322569023817778
10961,-255.19640995485292,-255.21395586144695,0.017545906594023105
11047,-729.5936435244248,-729.6459240646068,0.0522805401822552
11130,-588.4098125260857,-588.451098934498,0.04128640841227024
11210,-749.4632745372963,-749.5077332058587,0.044458668562583625
11265,-409.9946543401512,-410.00983197005087,0.01517762989969924
11323,-476.1345610363304,-476.1532331732462,0.018672136915847664
11379,-340.22454908384225,-340.23819123172416,0.013642147881910208
11431,-325.4797652109038,-325.4908888517623,0.011123640858568255
11489,-460.22007135293086,-460.24194401966497,0.021872666734270754
11555,-478.13916880924705,-478.15769955510956,0.018530745862517503
11625,-477.2441285681064,-477.2783492825545,0.034220714448019864
11691,-461.30784773725225,-461.32779786393405,0.019950126681942494
11759,-482.7907610403778,-482.8255419576013,0.03478091722354293
11838,-462.38892383988605,-462.43171092161106,0.042787081724964086
11916,-579.2939936440882,-579.3482151642185,0.05422152013052256
11982,-599.9308754699122,-599.9577940148116,0.02691854489967228
12046,-512.6139091743626,-512.6305974181861,0.016688243823591617
12125,-533.3963414267557,-533.457379455973,0.061038029217161255
12208,-420.30396366524576,-420.3519967210018,0.04803305575624108
12293,-698.7971557958734,-698.8618567045529,0.06470090867951511
12351,-415.66241552131214,-415.6769590876062,0.014543566294014453
12432,-727.1731233703463,-727.2138120264771,0.04068865613080561
12507,-514.6428030076626,-514.6650227651655,0.022219757502898573
12585,-681.8218051287964,-681.8551750693388,0.03336994054261595
12637,-376.9121724099172,-376.92719452798093,0.015022118063643574
12690,-334.9689422719424,-334.97883697949686,0.009894707554485647
12760,-499.49293104387414,-499.5185605382482,0.025629494374152274
12825,-557.8084109787519,-557.8272014952422,0.018790516490116715
12876,-331.6411270536304,-331.6509662043823,0.009839150751940905
12942,-486.9142801994626,-486.92923731882405,0.014957119361497465
12994,-320.05993117517426,-320.06973067808076,0.009799502906389534
13055,-372.6259637937106,-372.63778632085695,0.011822527146432551
13106,-384.4922161707072,-384.5073852453032,0.015169074595905836
13163,-432.37926290751676,-432.3907703389811,0.011507431464269755
13243,-735.9447533679291,-735.9895131233479,0.044759755418635895
13310,-489.76589693341487,-489.7794207654947,0.013523832079954442
13391,-588.137288867242,-588.1660281120237,0.028739244781900198
13445,-258.01445802461853,-258.0277556648365,0.013297640217933806
13497,-298.84842946537583,-298.85991268218544,0.011483216809574514
13558,-520.7816434174654,-520.8008686873707,0.0192252699052915
13631,-562.0575489776908,-562.0757087573177,0.018159779626876118
13708,-581.9949876942751,-582.0246072500207,0.029619555745739493
13765,-444.9696156604937,-444.98451414079386,0.014898480300325905
13841,-565.2664133744687,-565.2866622567083,0.020248882239684466
13926,-834.6392815144343,-834.6948132760666,0.055531761632300905
13988,-459.91523554474617,-459.9255178952289,0.010282350482884792
14043,-304.81996857287083,-304.8295048838314,0.009536310960538684
14106,-550.7169573978397,-550.7353724446489,0.01841504680924118
14181,-691.2673489802174,-691.2965094318035,0.029160451586358247
14258,-542.5780091544143,-542.6015785513091,0.023569396894890814
14309,-345.7725226692862,-345.78033580546105,0.00781313617480919
14378,-610.4575008548551,-610.4753077100136,0.017806855158414694
14450,-658.5198552277323,-658.5440739591058,0.02421873137354851
14528,-689.1539126088958,-689.1791880374188,0.02527542852330953
14609,-625.2543139012289,-625.2846609007789,0.03034699955023825
14677,-567.7589556596624,-567.7738931146832,0.014937455020844934
14750,-453.8711169245285,-453.8996460231234,0.02852909859502688
14816,-473.40835126779933,-473.4213308686456,0.012979600846301764
14881,-564.836665250401,-564.8548781474753,0.01821289707440883
14972,-929.6911443200064,-929.7502637045791,0.05911938457284122
15029,-417.6341308359017,-417.6460630767125,0.01193224081071094
15104,-683.5485924185646,-683.5791928470406,0.03060042847646401
15161,-438.8963919571801,-438.90476397637644,0.008372019196394832
15228,-557.0856254952612,-557.0972723437881,0.01164684852701612
15297,-489.4155239364188,-489.43937702653324,0.023853090114425875
15367,-620.0144820681761,-620.0324990877403,0.018017019564285877
15447,-701.4844407130304,-701.5095807101729,0.025139997142832726
15503,-419.4288396993037,-419.43679560956923,0.00795591026544571
15558,-425.92959532352256,-425.94041872583193,0.010823402309324593
15636,-549.9520084205416,-549.9707470095582,0.018738589016720653
15702,-592.8262773575675,-592.8425216548909,0.016244297323282808
15774,-482.82008544260503,-482.8359754431675,0.015890000562649224
15866,-743.6636866887754,-743.7146988148759,0.05101212610024958
15943,-469.29554474516766,-469.3171266731108,0.02158192794304341
16013,-602.7854000920242,-602.798586437681,0.013186345656868067
16069,-354.44392915810823,-354.45055354667494,0.00662438856670633
16132,-518.3028319306056,-518.3124385517058,0.00960662110010162
16187,-322.8847137566063,-322.89196510435903,0.007251347752753644
16242,-324.95532465668657,-324.962261967409,0.006937310722423717
16320,-585.0198530262601,-585.046583235523,0.026730209263041618
16377,-367.2260718811548,-367.2328040224163,0.0067321412614546735
16447,-479.28273387204484,-479.30357397208087,0.020840100036002694
16509,-449.2223071531823,-449.23417028830397,0.011863135121529924
16581,-472.8074856366539,-472.8325973529411,0.025111716287210584
16643,-531.4249774094014,-531.4381515012631,0.013174091861583295
16708,-468.4119192845381,-468.42336872301127,0.011449438473209738
16781,-530.0193960402057,-530.0330538988824,0.01365785867674276
16851,-605.1594672632013,-605.1736467710422,0.01417950784089044
16929,-440.8360851803243,-440.862824623406,0.026739443081896755
16997,-563.2939154766401,-563.3048553371646,0.010939860524376857
17064,-448.00090685335635,-448.0163282366255,0.015421383269131183
17117,-290.8812684013831,-290.8901183257086,0.008849924325477335
17199,-680.2684429408946,-680.2901792452515,0.021736304357182233
17265,-560.9946444342029,-561.0090967377182,0.014452303515281527
17325,-490.76431339912074,-490.774174943687,0.009861544566228987
17406,-742.8500722825391,-742.8754836301299,0.025411347590852527
17474,-617.8748157836039,-617.8890736660114,0.014257882407400758
17533,-379.9940433527623,-380.00284066672793,0.008797313965624198
17616,-456.07678334296355,-456.1028249486594,0.02604160569608212
17676,-453.0556452623936,-453.06448778404916,0.008842521655606103
17748,-502.6231513598816,-502.63528193969955,0.012130579818040136
17800,-405.00894198716395,-405.02211586124747,0.013173874083440753
17850,-369.25016199529114,-369.258909000288,0.008747004996985197
17915,-552.7083534617934,-552.7197728225871,0.011419360793661326
17987,-518.8856052835002,-518.8968724662318,0.011267182731535286
18040,-362.1331743523572,-362.1390047763335,0.0058304239762946965
18116,-498.3997499697323,-498.4156049447779,0.01585497504565865
18200,-454.2069911051907,-454.2348366241917,0.027845519001130012
18257,-368.367328691325,-368.3746334460443,0.007304754719370976
18338,-696.3151127648258,-696.3344819174912,0.019369152665603906
18398,-429.02158880175057,-429.02735708640637,0.005768284655641766
18482,-584.1992569898321,-584.2236617691764,0.02440477934433147
18550,-567.6196626637012,-567.6283199563852,0.00865729268407449
18614,-501.9404236642946,-501.94831358731716,0.007889923022594303
18690,-656.2380941033277,-656.2538938454032,0.015799742075614638
18766,-523.3312920047489,-523.3454883192253,0.014196314476430416
18838,-484.71881168281925,-484.7319404003657,0.013128717546351252
18889,-274.77743212420097,-274.78908015963464,0.011648035433609039
18961,-494.8735116568264,-494.8904645820251,0.016952925198711458
19032,-566.3379491281953,-566.3467966352613,0.008847507066093383
19117,-736.7593755702096,-736.7791501011304,0.019774530921131368
19184,-563.6585189083929,-563.6664768602279,0.007957951835123822
19242,-364.3474941010337,-364.3577826981998,0.010288597166072574
19328,-671.2055830123805,-671.2279908641561,0.02240785177564248
19412,-750.1616720186742,-750.1838233983043,0.02215137963066809
19475,-529.3819314089495,-529.389869221225,0.007937812275486069
19558,-715.4111234215425,-715.4301145640477,0.01899114250554703
19626,-515.338248515141,-515.3456687466246,0.007420231483411045
19689,-526.1348790851129,-526.1463224144243,0.01144332931144163
19743,-304.26878410810247,-304.27794759369795,0.009163485595490782
19793,-348.06975540831843,-348.07785080919206,0.008095400873571633
19859,-517.0257040797471,-517.0323653012892,0.006661221542162822
19941,-799.562769850584,-799.5904676915923,0.027697841008193794
