steps,reward,extrinsic_reward,intrinsic_reward
7718,-145.8814581085869,-145.90482586183927,0.023367753252387047
7807,-116.89314323884707,-116.92739862231343,0.0342553834663704
7868,-106.78795473096093,-106.80631173881835,0.0183570078574121
7941,-138.39289960319965,-138.42117320121125,0.028273598011583086
8011,-145.82144309263293,-145.84961010384922,0.028167011216282848
8068,-120.79011642176823,-120.80606913613786,0.015952714369632304
8136,-150.5940378791003,-150.6189464431771,0.024908564076758927
8205,-142.5953999890942,-142.6126655593394,0.017265570245217528
8271,-117.30214877458086,-117.3183761378753,0.016227363294456155
8361,-121.55970276185079,-121.590525536153,0.03082277430221438
8433,-136.60984472948144,-136.62782377547367,0.017979045992251485
8499,-133.49447743688071,-133.5137002153817,0.019222778500989083
8573,-182.84223565341878,-182.87175532899772,0.029519675578922037
8657,-196.5396261240316,-196.57138668971203,0.031760565680451686
8723,-121.12625800612767,-121.14489090591121,0.018632899783551687
8789,-157.38836814224254,-157.40996185628234,0.02159371403977275
8869,-164.77369857146897,-164.8018702747815,0.02817170331254602
8953,-158.2192346840115,-158.244939449797,0.025704765785485507
9026,-187.87248580405128,-187.90110342647517,0.028617622423917057
9099,-142.16649052976032,-142.18606192039192,0.019571390631608666
9167,-125.59641534755059,-125.60976261284955,0.013347265298943966
9238,-146.75827357070943,-146.77697678764073,0.018703216931316997
9312,-130.75893571951306,-130.77595623460945,0.01702051509637386
9373,-143.07707677124114,-143.0931754526361,0.016098681394942103
9482,-177.81769915754592,-177.87000878987055,0.05230963232461363
9534,-127.35767836953247,-127.37713697367082,0.019458604138344528
9589,-93.61330271022743,-93.62444665341755,0.011143943190108984
9642,-125.1756534745285,-125.18787504278095,0.012221568252425638
9696,-113.95924034136519,-113.97706053189873,0.01782019053352997
9750,-121.33222981605812,-121.34444626140774,0.012216445349622518
9814,-140.58149510402734,-140.5957290715728,0.014233967545442285
9894,-102.14608897518144,-102.1625670393371,0.01647806415567174
9946,-93.0799353926304,-93.09059370632528,0.010658313694875689
10017,-124.91183436660042,-124.9260942870792,0.014259920478798446
10101,-153.75976809179372,-153.7823955858588,0.022627494065091014
10167,-121.78968489748641,-121.80049827333988,0.010813375853467732
10225,-95.7760677061689,-95.78552333625899,0.00945563009008765
10292,-135.51277408294712,-135.5276180072092,0.014843924262095243
10378,-151.67096436098524,-151.6941489985825,0.023184637597296387
10444,-141.0749288171495,-141.09223055260605,0.017301735456567255
10513,-138.94575183897456,-138.96106909835422,0.015317259379662572
10568,-110.45020760667109,-110.46356433064507,0.013356723973993212
10651,-164.44034983830937,-164.4636189181678,0.023269079858437177
10722,-125.16776634050693,-125.17945539737048,0.011689056863542645
10784,-130.7703804158437,-130.78699569245276,0.016615276609081776
10850,-168.5312930067493,-168.55013214048972,0.018839133740402754
10906,-102.4375464288052,-102.45055459715657,0.013008168351370843
10971,-159.92407890743905,-159.94503265192597,0.020953744486905644
11043,-6.518228640336034,-6.541694016520381,0.023465376184321946
11095,-97.89256612106996,-97.90115331212596,0.008587191055994479
11169,-164.06603317883463,-164.08923675311863,0.023203574283979837
11228,-126.74640102118823,-126.75915055201722,0.012749530829023572
11307,-126.57759317576215,-126.59600500857718,0.018411832815036177
11389,-148.5255475987722,-148.53996943575746,0.014421836985275152
11466,-146.5373830715487,-146.5495784530942,0.012195381545461717
11525,-151.7855642187871,-151.80072347420463,0.015159255417529494
11583,-121.52150184404658,-121.52953116331105,0.008029319264460355
11652,-164.31078411201696,-164.32629803159023,0.01551391957327724
11708,-105.33678006397308,-105.35088721967982,0.014107155706733467
11771,-132.18661335054958,-132.1951153849269,0.008502034377306702
11831,-28.762091173166,-28.7765235769954,0.014432403829414398
11908,-109.8629916746366,-109.8737416164564,0.0107499418198131
11970,-134.24276705219754,-134.25241401627073,0.009646964073181151
12038,-137.2499850410673,-137.266821975604,0.016836934536695478
12126,-196.33402527937938,-196.3551953912414,0.02117011186201126
12194,-150.75507457312733,-150.77087601677584,0.015801443648524583
12264,-153.3618320387918,-153.37968597016427,0.01785393137251958
12336,-162.06869042194677,-162.084374612479,0.015684190532192596
12401,-139.0708307102089,-139.0843118860269,0.01348117581801489
12477,-134.92124747923742,-134.93125700878963,0.010009529552189637
12559,-187.0827023828783,-187.10774012370118,0.025037740822881467
12637,-159.0792863016848,-159.09608879680908,0.01680249512428418
12715,-126.54379490158517,-126.55932633841641,0.015531436831224711
12771,-89.99596967896849,-90.00284857550922,0.00687889654072933
12825,-135.24760464682925,-135.26189922976056,0.014294582931324837
12890,-130.97735645447625,-130.98459715693838,0.0072407024621497845
12958,-166.951180505722,-166.96914356452612,0.017963058804161845
13023,-135.82433628726335,-135.83527217418938,0.010935886926017702
13076,-132.43706774086894,-132.44577316267385,0.00870542180491611
13142,-134.12958305631366,-134.14184995557486,0.01226689926115796
13206,-136.79762668784588,-136.8038442846015,0.006217596755595877
13289,-167.85587687002004,-167.8751575503938,0.019280680373776702
13383,-366.9873995072843,-367.0405949487754,0.05319544149097055
13438,-85.85199227979336,-85.857990344499,0.005998064705636352
13505,-167.82592179063192,-167.84083475935458,0.014912968722637743
13590,-134.07463567970078,-134.08874438601305,0.014108706312254075
13641,-135.95176136709398,-135.95904748625236,0.007286119158379732
13693,-129.45882757377174,-129.47062027932904,0.01179270555730909
13745,-125.04237174923057,-125.05568071972104,0.013308970490470527
13833,-96.41363040399555,-96.42485683646919,0.011226432473631578
13885,-122.14039186825833,-122.15283443650553,0.01244256824720651
13961,-196.98189846085523,-197.00481286972436,0.022914408869110052
14010,-125.77968487763894,-125.78693755294546,0.007252675306517632
14089,-169.55501525805818,-169.57120376688334,0.016188508825143798
14139,-98.62421198140585,-98.63253860925545,0.008326627849601208
14199,-127.0878189599297,-127.09317018407556,0.005351224145852028
14277,-1.600311559387606,-1.6197258273559925,0.01941426796838641
14350,-156.0587177162501,-156.06562482267387,0.00690710642375052
14412,-132.37117442260995,-132.3767039088815,0.005529486271552741
14466,-125.44885198465155,-125.46089505703378,0.012043072382220998
14540,-135.74974337090575,-135.7636516348652,0.013908263959456234
14608,-180.45738861839112,-180.4715636003535,0.014174981962423772
14677,-175.43192874610295,-175.44964102476706,0.01771227866411209
14750,-135.32917464179093,-135.3404245863761,0.011249944585142658
14822,-134.9197379089483,-134.93312003223676,0.013382123288465664
14896,-127.70466530500039,-127.71580413461257,0.011138829612173141
14955,-149.42025005664465,-149.43448580059476,0.014235743950121102
15017,-126.62198872319733,-126.63461542817842,0.012626704981084914
15079,-107.55627220984579,-107.56505927944352,0.008787069597747178
15138,-146.7480011640667,-146.76092985508413,0.012928691017441454
15190,-94.46318814219626,-94.46842674306895,0.005238600872689858
15255,-144.25786187450925,-144.26891221453027,0.011050340021029113
15328,-129.68328358595573,-129.6961350687194,0.012851482763653622
15390,-136.29363674107393,-136.30401105061557,0.010374309541657566
15476,-138.75402746446971,-138.76834194356536,0.014314479095628488
15533,-95.00610961720588,-95.01921443682869,0.013104819622822108
15612,-173.89052642183458,-173.9088723572445,0.018345935409888624
15675,-158.75138391789125,-158.75906629552094,0.007682377629680559
15744,-118.25398556671048,-118.25982228939014,0.005836722679669038
15837,-186.10460943111707,-186.12520760709907,0.020598175982013345
15915,-173.57226472760854,-173.58604885340506,0.01378412579651922
15974,-153.59575534273893,-153.6019414433583,0.006186100619379432
16031,-127.55671067602728,-127.56218961950418,0.005478943476919083
16118,-108.63525465287151,-108.64922695224288,0.013972299371380356
16186,-156.04060802873983,-156.0495687971864,0.00896076844655909
16264,-158.48467456206635,-158.4924084030448,0.007733840978471563
16331,-116.5518635885652,-116.5570614457749,0.005197857209714129
16413,-2.1622246249586112,-2.1789610295796535,0.01673640462104231
16466,-109.17527099524399,-109.17943827452785,0.004167279283865354
16522,-93.75991015074305,-93.76470720051202,0.004797049768967555
16598,-138.5076255171665,-138.5136835042434,0.006057987076928839
16650,-88.12088821740217,-88.12617587324675,0.005287655844585971
16707,-86.17648931414068,-86.18396534440171,0.00747603026102297
16785,-109.84789939845601,-109.85442195862802,0.006522560172015802
16834,-118.00019676092519,-118.01530355732278,0.015106796397594737
16893,-110.86611404813809,-110.87143408889747,0.005320040759397671
16969,-157.83414330569082,-157.84819136915482,0.014048063463997095
17024,9.721889317322649,9.713522876748485,0.008366440574172884
17094,-125.44972155090707,-125.45488987119802,0.005168320290977136
17157,-135.68665138297922,-135.69087716051993,0.004225777540705167
17236,-133.99960850508324,-134.00696091716787,0.007352412084583193
17296,-142.93442965743338,-142.94696995914887,0.012540301715489477
17365,-169.89125188832492,-169.90664487587142,0.015392987546510993
17446,-200.83701967419904,-200.85210588475888,0.015086210559820755
17520,-159.02928532941155,-159.04092495820373,0.011639628792181611
17580,-15.633346987448078,-15.644851417451775,0.011504430003697054
17683,-314.0886575862286,-314.1205836818598,0.03192609563120641
17750,-135.87072650763184,-135.87848271664444,0.007756209012586623
17802,-117.578800832178,-117.58896252911703,0.010161696939030662
17875,-133.39779364962183,-133.40301323547197,0.005219585850136353
17946,-142.95609028958782,-142.96580453188574,0.009714242297923193
18023,-138.3572978535535,-138.36903072442354,0.011732870870037005
18085,-125.84768176304964,-125.85377189013846,0.0060901270888280125
18161,-165.53782610996262,-165.54933993514263,0.011513825180009011
18225,-172.17473286744809,-172.18120423890667,0.006471371458610519
18290,-145.97082802936592,-145.98147888419433,0.010650854828418235
18364,-153.66180500433478,-153.66792738458827,0.006122380253509617
18436,-142.37027371569778,-142.38100483620138,0.010731120503623973
18499,-106.68069505871631,-106.68480913549669,0.004114076780388132
18570,-174.800969009879,-174.81365317023935,0.012684160360367968
18660,-143.41079660258785,-143.4238179361035,0.013021333515644074
18742,-145.51241823303332,-145.52438710656764,0.011968873534351589
18808,-162.0099091405072,-162.01963448429245,0.009725343785248697
18869,-108.70000831564415,-108.70376967651121,0.0037613608670653783
18921,-89.08743686389343,-89.09102941170849,0.0035925478150602426
18992,-58.77622224170666,-58.78515634983381,0.008934108127141372
19050,-155.74146730707372,-155.75174052061857,0.010273213544860483
19105,-87.2586214420163,-87.264290952765,0.005669510748703034
19161,-98.10022562467927,-98.10360298642914,0.003377361749880947
19249,-156.77551073604283,-156.7895605058353,0.014049769792472942
19301,-77.37501906375874,-77.37841758813775,0.0033985243790084496
19383,-139.2997155242855,-139.312741087909,0.01302556362352334
19442,-151.49847097509618,-151.5055366694737,0.007065694377524778
19510,-156.3092558170098,-156.31901439661564,0.009758579605841079
19565,-106.31400434414584,-106.31976640047117,0.005762056325329467
19641,-123.23623814849185,-123.2411431158113,0.0049049673194531355
19695,-109.79789456132835,-109.8051950089311,0.007300447602756322
19772,-153.7946186981065,-153.80146138385925,0.006842685752781111
19828,-118.46063764137699,-118.47046716794623,0.009829526569228619
19887,-6.866897756688019,-6.873922633589444,0.007024876901414246
19977,-72.4896655871034,-72.49987723408518,0.010211646981770172
