steps,reward,extrinsic_reward,intrinsic_reward
15164,-480.9938070870038,-481.01226728200294,0.0184601949993521
15248,-362.1285586711056,-362.16306789094034,0.034509219834581016
15314,-556.7124929869385,-556.7362346461225,0.02374165918445215
15377,-518.3046959824841,-518.320961755116,0.016265772632323205
15448,-471.2633307362509,-471.2947847280832,0.03145399183267728
15506,-522.7070583411714,-522.7243277049608,0.017269363789819185
15564,-438.7599499959329,-438.77354893612824,0.013598940195515746
15614,-331.17163498933485,-331.1833197463868,0.011684757051989438
15700,-402.0257905196611,-402.0745120998447,0.04872158018406479
15776,-487.9186919065169,-487.96024852040904,0.04155661389231682
15843,-584.3340918870847,-584.3587054244441,0.024613537359982736
15932,-436.046759520323,-436.08784295723586,0.041083436913322655
15987,-398.1922021577101,-398.20907436820795,0.016872210497967898
16039,-442.92212006000784,-442.9370662116488,0.014946151641197501
16113,-703.6751845337982,-703.7093532131694,0.03416867937194184
16175,-453.21956681625636,-453.238980752697,0.01941393644083291
16225,-437.42622911628507,-437.4462599924874,0.02003087620250881
16281,-409.807418687634,-409.8233480038393,0.015929316205438228
16358,-644.2392580898543,-644.2698600268052,0.030601936951279645
16408,-411.2063108973408,-411.2176970538885,0.01138615654781461
16494,-476.2683423644969,-476.29496290912925,0.02662054463289678
16562,-531.0872952711037,-531.1066259380511,0.019330666947644203
16620,-459.75713012817613,-459.77243420593015,0.015304077754262834
16670,-348.94927924030833,-348.95955327456954,0.01027403426123783
16721,-321.73160747263756,-321.7416708414647,0.010063368827104568
16776,-481.787927401316,-481.8015770941094,0.013649692793842401
16867,-426.0322450412275,-426.073536502577,0.041291461349464945
16935,-569.4876690864858,-569.5204224993531,0.03275341286789626
16990,-415.9770846030974,-415.9881214268919,0.011036823794711381
17059,-586.7735550375162,-586.7990326836557,0.025477646139916033
17125,-548.5583509615117,-548.5774816314413,0.019130669930018482
17189,-524.0429952949082,-524.0564415178753,0.013446222967468205
17259,-476.6572471837798,-476.68183511386644,0.024587930087000134
17311,-404.2769405190802,-404.29016832479647,0.013227805716451258
17373,-547.2361889678114,-547.2493007453679,0.013111777557060124
17448,-582.3452299510047,-582.3675454409474,0.02231548994313925
17502,-373.72695307552925,-373.74022258075985,0.013269505230709914
17582,-206.26840412478634,-206.29701696121336,0.028612836427055293
17642,-517.2287697734007,-517.2404544527219,0.011684679321479053
17719,-338.13745339953334,-338.16623838954126,0.028784990007989113
17787,-443.4579473693161,-443.48330717168284,0.02535980236716568
17855,-638.4058116348127,-638.4256007897098,0.01978915489744395
17931,-679.823589837064,-679.8508735960596,0.02728375899605453
18012,-346.3890750886492,-346.4176514060089,0.02857631735969335
18083,-595.9465538300481,-595.9699357012886,0.02338187124114484
18133,-431.4656622333998,-431.47961557813323,0.013953344733454283
18194,-524.2589380960704,-524.2693599003737,0.010421804303769022
18261,-606.2412656343672,-606.2557338226827,0.014468188316095624
18309,-403.09518611462084,-403.1087222694954,0.01353615487460047
18365,-366.9593387015992,-366.9697010213871,0.010362319787964229
18432,-523.3705404479128,-523.3877576249954,0.017217177082784474
18490,-513.2292177353642,-513.2432145187169,0.01399678335292265
18565,-653.2116482380807,-653.2352374099219,0.023589171841740607
18628,-559.5765678542286,-559.5898630804232,0.013295226194895805
18690,-472.90340930167156,-472.9164534864669,0.013044184795580806
18739,-407.4603854538626,-407.4689662092352,0.008580755372531711
18795,-470.93994748773986,-470.9526464242486,0.012698936508968472
18854,-408.95698471357866,-408.9680739439424,0.01108923036372289
18917,-592.8926026738928,-592.9104868332599,0.01788415936753154
18968,-320.19812245891455,-320.2104489502593,0.012326491344720122
19023,-465.8984109201301,-465.9115173362609,0.013106416130904106
19098,-573.8765300653464,-573.9027262672948,0.02619620194891468
19174,-649.2554147553487,-649.2770321238406,0.02161736849229783
19227,-396.17104653757576,-396.18217126490345,0.011124727327842265
19295,-661.9298623917582,-661.9485106011222,0.018648209364619105
19381,-350.926183294207,-350.9591106816476,0.03292738744057715
19433,-386.69657436338684,-386.70570619981237,0.009131836425513032
19489,-380.3827738106879,-380.39230878163823,0.009534970950335262
19562,-481.9752744529043,-482.00009072828016,0.024816275376360865
19621,-468.95481048964865,-468.96546208681946,0.010651597171090542
19705,-388.2451506872972,-388.2745618317587,0.02941114446148276
19799,-624.6309227796248,-624.6717458936819,0.04082311405800283
19886,-281.1548088451965,-281.18512818046156,0.0303193352650851
19940,-506.10846508459184,-506.12008830060444,0.011623216012958437
